vendor_id,name,location,product,reliability_score,avg_price_quintal
V9732,Krishna Traders,Haryana,Rice,3.64,1100.22
V5877,Unknown,Karnataka,Maize,5.02,1448.49
V5356,AgroSupply,UP,Wheat,3.44,1196.37
V7916,FarmDirect,Karnataka,Potato,2.65,1217.88
V7832,Krishna Traders,Unknown,Soybean,3.73,1313.67
V4516,Unknown,Maharashtra,Potato,3.82,1236.28
V3942,Unknown,Punjab,Wheat,4.77,958.24
V1410,Krishna Traders,Unknown,Rice,3.84,1244.47
V6735,FarmDirect,Unknown,Potato,3.41,1363.89
V4580,Unknown,Unknown,Maize,3.93,1355.49
V1989,FarmDirect,Unknown,Maizex,3.97,992.72
V7807,GreenHarvest,Haryana,Wheat,5.2,1138.01
V5752x,FarmDirect,Punjab,Soybean,2.65,1157.6
V4065,FarmDirect,Unknown,Maize,2.43,1045.64
V7836,Krishna Tradersx,Unknown,Potato,3.37,1172.01
V8092,AgroSupply,UP,Wheat,4.18,1462.41
V6245,AgroSupply,Maharashtra,Potato,3.82,1287.76
V7510,GreenHarvest,Punjab,Maize,4.94,1420.0
V7279,FarmDirect,Maharashtra,Soybean,4.63,1238.91
V4586,AgroSupply,Maharashtra,Potato,4.32,1401.48
V8062,Unknown,Maharashtra,Potato,3.83,1422.8
V7000,AgroSupply,UP,Soybean,3.5,1114.16
V2612,Krishna Traders,Punjab,Soybean,3.97,1108.2
V6402,Krishna Traders,UP,Wheat,3.99,1421.47
V6876,AgroSupply,Haryana,Wheat,4.99,1400.03
V2187,Unknown,UP,Wheat,4.01,981.48
V6040,Unknown,UP,Wheat,4.59,1080.71
V9030,AgroSupply,Karnataka,Potatox,2.42,1351.23
V8357,Krishna Traders,Maharashtra,Soybean,3.38,1387.57
V9130,Krishna Traders,Unknown,Soybean,3.75,1148.75
V4822,Unknown,UP,Wheat,4.07,1294.4
V7110,AgroSupply,Punjab,Soybean,2.6,1176.25
V3624,Unknown,Unknown,Wheat,4.31,1381.49
V8162,GreenHarvest,Punjab,Soybean,2.72,1225.65
V7284,FarmDirectx,Punjab,Wheat,5.12,1277.11
V9584,GreenHarvest,Karnataka,Maize,3.82,1199.06
V2905,Unknown,Punjab,Rice,4.96,1292.81
V6236,Krishna Traders,Karnataka,Rice,3.77,1215.7
V6054,FarmDirect,Punjab,Potato,3.62,1192.87
V3519,GreenHarvest,Unknown,Wheatx,4.13,982.64
V9887,AgroSupply,Punjab,Soybean,3.29,1425.04
V1305,AgroSupply,Karnataka,Potato,4.81,1455.89
V6907,FarmDirect,Karnataka,Maize,3.76,1044.29
V8833,AgroSupply,Punjab,Rice,3.98,1122.87
V2151,Unknown,Maharashtra,Maize,2.57,1478.22
V9724,Krishna Traders,UP,Maize,3.55,1176.25
V6249,FarmDirect,Unknown,Soybean,4.14,1393.95
V1051,GreenHarvest,Punjab,Soybean,3.79,1412.1
V5853,GreenHarvest,Maharashtra,Potato,4.57,1286.62
V5248,AgroSupply,Haryana,Potato,3.82,1106.45
V9088,FarmDirect,Karnataka,Potato,2.4,1322.73
V9036,GreenHarvest,UP,Maize,2.62,1194.29
V1099,AgroSupply,Karnataka,Potato,3.71,1556.2
V1046,Unknown,Karnataka,Potato,4.28,1391.91
V2231,Krishna Traders,Unknown,Maize,2.47,1222.1
V4108,FarmDirect,Haryana,Potato,5.05,1271.94
V7578,Unknown,Karnataka,Rice,4.51,1156.21
V2189,FarmDirect,Maharashtra,Potato,4.75,1347.24
V2600x,GreenHarvest,Karnataka,Wheat,4.02,931.97
V2335,AgroSupply,UP,Rice,2.57,1161.34
V2433,GreenHarvest,Karnataka,Soybean,2.41,961.6
V3265,Unknown,Unknown,Potato,3.76,1315.18
V4704,Unknown,Punjab,Rice,3.99,1024.53
V7269x,AgroSupply,Karnataka,Maize,2.55,1125.71
V2983,Krishna Traders,Karnataka,Wheat,5.01,966.96
V5115,Unknown,Karnataka,Rice,3.75,1186.17
V7587,FarmDirect,Karnataka,Rice,4.01,1328.9
V1700,Unknown,Karnataka,Soybean,2.36,1462.62
V2432,Unknown,Maharashtrax,Potato,2.38,963.75
V7760,GreenHarvest,Maharashtrax,Wheat,3.64,1028.8
V8597,Unknown,Punjab,Soybean,4.45,1061.92
V8765,Unknown,Punjab,Soybean,4.26,1337.16
V1039,GreenHarvest,Unknown,Maize,3.31,1240.19
V5709,GreenHarvest,Punjab,Soybean,4.66,1074.92
V1735,Krishna Traders,Unknown,Rice,2.61,1249.3
V5221,Unknown,Maharashtra,Maize,4.93,1020.93
V4836,Unknown,Punjab,Maize,4.85,1325.47
V1082,GreenHarvest,Punjab,Soybean,4.13,1392.3
V6979,Unknown,Karnataka,Wheat,4.24,1155.17
V8455,GreenHarvest,Unknown,Rice,3.74,1247.66
V1082,Unknown,UP,Wheat,4.27,1096.8
V4256,GreenHarvest,UP,Wheat,2.37,1141.35
V6059,Krishna Traders,Karnataka,Maizex,3.62,1288.6
V4638x,Unknown,Maharashtra,Soybean,3.89,948.79
V9019,FarmDirect,Punjab,Maize,4.02,1181.29
V7917,Unknown,Maharashtra,Rice,2.41,1266.06
V7775,GreenHarvest,Karnataka,Potato,2.4,1220.83
V2515,AgroSupply,Unknown,Maize,2.55,1467.96
V6087,Krishna Traders,Maharashtra,Maize,2.39,1087.17
V7779,AgroSupply,Karnataka,Wheat,3.87,889.77
V7297,Krishna Traders,Haryana,Maize,2.49,1403.24
V2255,FarmDirect,Unknown,Soybean,3.93,1171.93
V2513,Unknown,Maharashtra,Potato,5.15,1150.35
V7264,Unknown,Maharashtra,Maize,4.1,1284.32
V4973,AgroSupply,Punjab,Soybean,2.49,1195.82
V2984,Krishna Traders,Punjab,Rice,3.97,1162.89
V3454,GreenHarvest,Punjab,Soybean,4.98,1306.46
V9148,AgroSupply,UP,Maize,3.96,1415.43
V3660x,Krishna Traders,Maharashtra,Maize,3.9,1236.88
V5345,Unknown,Maharashtra,Soybean,4.86,1353.34
V9689,Unknown,Punjab,Soybean,3.84,1170.07
V4104,Krishna Traders,Punjab,Soybean,3.89,1178.66
V3508,Unknown,Punjab,Rice,3.41,932.81
V2497x,Unknown,Karnataka,Potato,3.92,1224.07
V6735,Krishna Traders,Karnataka,Wheat,3.65,1108.14
V4558,Unknown,Maharashtra,Maize,3.83,1248.62
V5827,Unknown,Haryana,Wheat,4.94,1240.44
V3078,Unknown,Unknown,Maize,4.91,1251.12
V3973,AgroSupply,Karnataka,Soybean,3.96,1176.49
V9264,Krishna Traders,Maharashtra,Rice,3.84,1363.85
V1888,AgroSupply,Unknown,Potato,3.65,946.31
V2687,GreenHarvest,Unknown,Soybean,3.51,1248.17
V3008,GreenHarvest,Maharashtra,Maize,4.97,1183.14
V7922,Krishna Traders,Karnatakax,Rice,5.02,1039.09
V1544x,AgroSupply,Haryana,Potato,3.77,1035.54
V9593,GreenHarvest,Haryana,Maize,3.55,1039.55
V2591,Krishna Traders,Haryana,Potato,5.2,1227.23
V5226,GreenHarvest,UP,Maize,3.33,1293.96
V9060,GreenHarvest,Karnataka,Maize,3.33,1473.19
V4358,Krishna Traders,Maharashtra,Rice,3.85,1082.28
V6323,GreenHarvest,Unknown,Maize,3.76,1194.37
V1240,Unknown,Punjab,Maize,3.96,1225.37
V8633,AgroSupply,Karnataka,Maize,4.17,1169.17
V4060,Krishna Traders,Karnataka,Rice,4.67,1321.03
V9102,Unknown,Unknown,Wheat,4.01,1294.52
V1760,FarmDirect,UP,Maize,2.39,1342.3
V5170,Krishna Traders,Punjab,Maize,3.82,1126.78
V6775,Krishna Traders,UP,Soybean,2.39,1008.82
V7467,GreenHarvest,Unknown,Potato,3.57,1088.76
V9357,FarmDirect,Karnatakax,Soybean,4.1,1186.15
V8154,Unknown,Unknown,Wheatx,3.9,1299.45
V6561,GreenHarvestx,Unknown,Maize,3.76,1266.72
V5826,GreenHarvest,Maharashtra,Rice,3.84,1220.67
V2995,FarmDirect,Punjab,Soybean,4.27,1008.89
V7466,Krishna Tradersx,UP,Soybean,4.85,1109.33
V5612,FarmDirect,UP,Wheat,3.52,1253.25
V6302,Unknown,Punjabx,Soybean,3.92,1140.44
V8538,AgroSupplyx,Unknown,Wheat,3.95,1291.63
V4216,AgroSupply,UP,Wheat,4.36,1079.88
V3152,GreenHarvest,UP,Rice,3.9,1262.91
V8133,Krishna Traders,UP,Potato,4.2,1068.99
V9549,AgroSupply,Karnataka,Maize,3.76,1474.19
V1555,FarmDirect,Punjab,Maize,3.75,1212.02
V3570,Krishna Traders,Maharashtra,Potato,4.25,1217.92
V9699x,GreenHarvest,Punjab,Soybean,2.46,979.08
V4219,AgroSupply,UP,Rice,2.58,1221.14
V3961,Unknown,Maharashtra,Soybean,3.75,1089.35
V2835,FarmDirect,Unknown,Wheat,4.05,1227.03
V6896,AgroSupply,Unknown,Maize,4.72,1165.98
V7494,GreenHarvest,Maharashtra,Maize,3.76,1265.91
V9437,Unknown,UP,Maize,2.6,1109.62
V5095,Krishna Traders,Karnataka,Maize,3.64,1292.83
V2334,Krishna Traders,UP,Wheat,3.32,1242.53
V8432,GreenHarvest,UP,Rice,2.58,1436.26
V2611,Unknown,Haryana,Rice,4.19,1139.65
V1828x,FarmDirect,UP,Maize,3.64,1281.38
V6727,Krishna Traders,UP,Soybean,3.86,1459.32
V6513,Unknown,Karnataka,Maize,2.58,1178.22
V1106,GreenHarvest,Haryana,Rice,3.54,1439.65
V3875,FarmDirect,Haryana,Wheat,3.64,1105.74
V2596,FarmDirect,Unknown,Maize,3.83,1359.1
V2372,FarmDirect,Karnataka,Wheat,4.32,1211.43
V3388,GreenHarvest,UPx,Maize,4.91,1375.36
V2422,AgroSupply,Maharashtra,Potato,3.9,1326.81
V4034,Unknown,Punjabx,Potato,2.46,1086.57
V4135,Unknown,UP,Rice,4.01,1160.56
V1439,GreenHarvest,Punjab,Wheat,4.3,1250.78
V2904,GreenHarvest,UP,Rice,3.49,1316.13
V1652,AgroSupply,Punjab,Soybean,5.12,1469.77
V2219,Unknown,UP,Soybean,5.07,1039.43
V9235,Krishna Traders,Punjab,Maize,3.98,1249.76
V4647,FarmDirect,UP,Soybean,3.73,1149.47
V3017,Krishna Traders,Karnataka,Potato,3.93,1352.89
V5464,Unknown,Maharashtrax,Maize,3.7,995.65
V3577,AgroSupply,Punjab,Soybean,2.5,1311.12
V1732,Krishna Traders,Haryana,Potato,3.74,1349.1
V7607,FarmDirect,Karnataka,Soybean,5.18,1071.19
V9284,GreenHarvest,Punjab,Soybean,4.92,1076.57
V5181,AgroSupply,Haryana,Rice,3.84,1094.21
V1881,Krishna Traders,Karnataka,Potato,3.96,1406.55
V5204,Krishna Traders,Maharashtra,Wheat,3.91,1446.89
V6115,GreenHarvest,Karnataka,Soybean,4.66,1212.81
V3272,AgroSupply,Maharashtra,Soybean,4.98,925.99
V2548,GreenHarvest,Maharashtra,Soybean,4.09,1173.53
V8599,Unknown,Punjab,Wheat,4.7,1355.13
V5893,GreenHarvest,Punjab,Soybean,3.47,1391.96
V5038x,FarmDirect,Punjab,Rice,5.06,1179.18
V4467,Krishna Traders,Haryana,Rice,2.75,1193.5
V6430x,Unknown,Punjab,Maize,3.51,1203.43
V5877,Unknown,Punjab,Potato,4.76,1465.69
V6319,Krishna Tradersx,UP,Rice,4.06,1008.18
V7769,FarmDirect,Unknown,Wheat,4.14,1340.11
V1542,Krishna Traders,Karnataka,Soybean,5.18,1237.8
V3861,GreenHarvestx,UP,Potato,2.59,1321.25
V4854x,Krishna Traders,UP,Wheat,3.69,957.6
V4643,GreenHarvest,Punjab,Potato,4.01,1140.5
V8240,Krishna Traders,Punjab,Rice,3.72,1233.43
V2744,GreenHarvest,Karnataka,Potato,4.85,1342.58
V6927,GreenHarvest,Maharashtra,Soybean,4.86,1167.66
V1143,Unknown,UP,Soybean,2.38,1060.48
V1406,Unknown,Karnataka,Wheat,3.64,1267.9
V4109,Unknown,Unknown,Soybean,2.51,1423.18
V8713,Krishna Traders,Maharashtra,Potato,2.38,1337.22
V6458,Krishna Traders,Karnataka,Wheatx,3.93,1210.31
V8804,Krishna Traders,Unknown,Wheat,4.91,1504.34
V2339,GreenHarvest,Karnataka,Soybean,3.39,1072.19
V5682,AgroSupplyx,Punjab,Potato,4.08,1014.04
V4702,AgroSupply,Haryana,Soybean,3.43,1281.22
V7940,Krishna Traders,UP,Wheat,2.41,930.98
V8928,Unknown,Karnataka,Potato,4.05,1071.32
V8688x,Krishna Traders,Maharashtra,Potato,3.37,1166.15
V6212x,FarmDirect,Karnatakax,Potato,4.76,962.56
V7565,Krishna Traders,UP,Ricex,2.46,1000.51
V1098,Unknown,Punjab,Soybean,4.86,1212.2
V7292,AgroSupply,Unknown,Maize,4.05,1316.11
V8335,FarmDirect,Haryana,Maize,3.69,970.03
V5489,FarmDirect,Unknown,Soybean,4.29,1145.01
V5904,GreenHarvest,Haryana,Maize,3.99,1299.54
V7383,GreenHarvest,UP,Maize,3.88,1358.58
V1486,Unknownx,Karnataka,Wheatx,3.5,1095.39
V1264,GreenHarvest,Karnataka,Potato,4.58,1470.9
V1811,Unknown,Maharashtra,Soybean,4.18,1217.49
V4457,GreenHarvest,Maharashtrax,Wheat,3.61,1186.62
V8892,FarmDirect,Unknown,Wheat,3.83,1278.85
V7725,Unknown,Karnataka,Maize,4.04,967.3
V6527,Krishna Traders,Maharashtra,Potato,4.92,1382.3
V5980,Krishna Traders,Karnataka,Potato,4.82,1383.96
V9736,Krishna Traders,Karnataka,Soybean,3.77,1370.2
V9628,Krishna Traders,UP,Wheat,3.89,1149.47
V9869,Krishna Traders,Punjab,Wheat,3.63,1000.24
V4786,AgroSupply,Karnataka,Potato,3.46,1375.81
V1009,GreenHarvest,Maharashtra,Wheatx,4.05,1180.39
V3188,Unknown,Haryana,Wheat,3.73,1307.02
V4047,FarmDirect,Karnataka,Potato,3.81,972.41
V2366,GreenHarvest,Maharashtra,Maize,3.94,1247.23
V3219,Krishna Traders,Maharashtra,Potato,4.14,1270.18
V1507,Krishna Traders,UP,Wheat,3.65,1194.97
V9255,Unknown,Maharashtra,Soybean,4.18,1121.77
V8678,FarmDirect,Karnatakax,Potato,4.83,1170.73
V4659,GreenHarvest,Maharashtra,Wheat,2.74,1479.73
V7127,GreenHarvest,Maharashtra,Rice,4.23,1000.45
V5607,FarmDirect,UP,Wheat,3.4,1216.84
V4632,GreenHarvest,Karnataka,Potato,4.9,1215.67
V5071,Krishna Traders,Haryana,Ricex,3.87,1155.01
V6984,Krishna Traders,Maharashtra,Maizex,3.78,1164.47
V6364,GreenHarvest,Unknown,Wheat,4.14,1330.09
V3225,GreenHarvest,Haryana,Maize,3.3,1270.59
V4244,AgroSupply,UP,Soybean,3.89,1218.7
V8554,Unknown,Maharashtra,Soybean,2.25,1322.83
V2462,Unknownx,Maharashtra,Wheat,4.87,945.45
V6283,GreenHarvest,Haryana,Rice,3.66,1108.6
V1994,Unknown,UP,Soybean,3.37,1298.39
V9200,GreenHarvest,Unknown,Soybean,3.41,1182.81
V8206,Krishna Traders,Karnataka,Soybean,4.0,1178.68
V7847,GreenHarvest,Unknown,Wheat,2.56,1205.51
V6603x,Unknown,Haryana,Potato,5.03,1340.88
V8032,FarmDirect,Haryana,Soybean,3.91,1335.7
V3444,Krishna Traders,Punjab,Rice,3.36,959.87
V3365,Krishna Traders,Haryana,Rice,2.5,1340.39
V3275,GreenHarvest,Unknown,Wheat,4.64,1004.03
V8070,AgroSupply,Punjab,Rice,4.27,983.48
V4988,AgroSupply,UP,Wheat,3.85,980.33
V5163,AgroSupply,Punjab,Maize,3.98,1094.53
V3433x,FarmDirect,Punjab,Rice,3.72,1136.16
V1458,AgroSupply,Haryana,Soybeanx,2.59,1012.94
V5116,GreenHarvest,Karnataka,Potato,2.44,1066.43
V7621,AgroSupply,UP,Wheat,4.99,1137.95
V3430,FarmDirect,Karnataka,Soybean,4.05,1388.91
V5168x,Krishna Traders,Haryana,Soybean,3.27,1092.42
V2409,FarmDirect,UP,Rice,2.33,1338.03
V9167,GreenHarvest,Maharashtra,Rice,4.18,1038.68
V2621,AgroSupply,Punjab,Maize,2.56,1413.52
V1434,AgroSupplyx,Karnataka,Potato,4.28,1315.62
V9897,Krishna Traders,Maharashtra,Soybean,4.03,1384.35
V2916x,GreenHarvest,Haryana,Rice,4.88,1385.05
V4218,Unknown,Maharashtra,Soybean,3.96,1328.59
V1098,FarmDirect,Haryana,Wheat,3.93,1198.96
V6857,GreenHarvest,Haryana,Wheat,4.08,898.78
V3036,AgroSupply,UP,Rice,3.72,984.76
V3839,Unknown,Haryana,Potato,3.77,1188.38
V3087,FarmDirect,Haryana,Wheat,4.89,1130.3
V9536,Unknown,Maharashtra,Potato,4.08,1073.58
V3191,AgroSupply,Karnataka,Wheat,3.77,1390.71
V8156,GreenHarvest,UP,Rice,4.88,1339.01
V3137,GreenHarvest,Karnataka,Potato,3.87,955.93
V6748,Krishna Traders,Punjab,Soybean,3.97,1522.6
V7040,Krishna Traders,Karnataka,Potato,3.26,1105.54
V3558,Krishna Traders,Karnataka,Wheat,3.97,1452.2
V3446,Unknown,Unknown,Maize,4.36,1469.23
V7785,Krishna Traders,Karnataka,Wheat,2.34,1184.97
V8341,GreenHarvest,Maharashtra,Rice,4.8,1065.96
V5170,GreenHarvest,UP,Wheat,4.04,1350.0
V3158,AgroSupplyx,Unknown,Wheat,4.38,1166.42
V4291,AgroSupplyx,Punjab,Soybean,3.45,1350.37
V1790,Krishna Traders,Karnataka,Potato,4.04,1401.56
V7200,GreenHarvest,Haryana,Maize,4.19,1285.51
V7901,AgroSupply,Unknown,Potato,4.09,1354.81
V6032,FarmDirect,Haryanax,Potato,2.66,1217.83
V6813,Krishna Traders,UP,Wheat,3.57,1295.52
V5203,AgroSupply,Haryana,Wheat,3.97,1089.59
V7995,Krishna Traders,Haryana,Maize,3.6,1435.03
V4358,FarmDirect,UP,Maize,3.86,1042.78
V2801,Unknown,Karnataka,Maize,4.96,1446.5
V1138,AgroSupply,Unknown,Potatox,2.41,1139.67
V4768,AgroSupply,Maharashtra,Rice,3.74,1468.21
V1734,AgroSupply,Haryanax,Soybean,2.37,1232.94
V7841,AgroSupply,Karnataka,Maize,3.72,1120.37
V3799,FarmDirect,Unknown,Rice,3.61,1390.43
V3770,FarmDirect,Punjab,Rice,4.33,1049.94
V3676,Unknown,Karnataka,Wheat,3.42,970.46
V4282,FarmDirect,Maharashtra,Wheat,3.79,1182.47
V1605,AgroSupply,UP,Soybeanx,3.92,1417.41
V9108,Krishna Traders,Karnataka,Potato,2.52,1453.67
V5303,Krishna Traders,Unknown,Maize,3.83,1365.37
V9583,FarmDirectx,Maharashtra,Maize,4.86,1400.87
V6747,GreenHarvest,UP,Wheat,2.46,1169.89
V2044,Krishna Traders,Maharashtra,Potato,2.22,1371.21
V7285,Krishna Traders,Punjab,Wheat,2.45,1187.35
V3916,GreenHarvest,Unknown,Ricex,3.8,1301.28
V1683,GreenHarvest,Haryana,Ricex,2.49,1017.73
V6297,AgroSupply,Punjab,Soybean,4.59,1210.77
V1040,FarmDirect,Punjab,Soybean,3.81,1464.07
V5587x,FarmDirect,Unknown,Rice,4.24,1209.16
V3788,GreenHarvest,Punjab,Maizex,3.58,999.12
V4799,GreenHarvest,Punjab,Rice,3.4,1279.09
V9891,FarmDirect,UP,Rice,3.88,1222.51
V3343,FarmDirect,Karnataka,Maize,3.59,1182.78
V4846,Unknown,Haryana,Potato,3.57,1272.85
V1722,AgroSupply,Karnataka,Wheat,3.54,993.97
V1618,GreenHarvest,Unknown,Potato,3.78,1120.86
V2183,GreenHarvest,Haryana,Soybean,2.57,1472.8
V2963,AgroSupply,Maharashtra,Rice,4.1,1185.76
V7378,AgroSupply,Punjab,Soybean,3.46,1047.64
V7633x,FarmDirect,Maharashtra,Potato,3.66,1216.75
V2865,GreenHarvest,Haryana,Wheat,3.74,1289.97
V8010,Unknown,Punjab,Soybean,4.05,1429.73
V8310,FarmDirectx,Punjab,Soybean,3.82,1035.6
V1783,GreenHarvest,UP,Maize,4.73,1127.12
V9278,GreenHarvest,Maharashtra,Soybean,3.59,1005.56
V5629x,AgroSupply,Unknownx,Wheat,3.94,1073.17
V2832,FarmDirect,Maharashtra,Potato,2.56,1278.53
V1195,FarmDirectx,Maharashtra,Potato,3.78,1078.28
V1098,GreenHarvest,Unknown,Maize,3.79,1122.27
V2942,FarmDirect,Unknown,Wheat,3.78,1038.39
V3499,Unknown,Punjab,Soybean,4.45,1185.63
V6162,AgroSupply,Karnataka,Soybean,4.15,991.45
V3626,Unknown,Haryana,Rice,4.07,1438.31
V9942,AgroSupply,UP,Soybean,4.58,1201.99
V7963,Krishna Traders,Karnataka,Maize,2.5,1329.02
V8956,Unknownx,Unknown,Soybean,4.27,1373.31
V9697,AgroSupply,Karnataka,Wheat,3.87,1309.87
V7158,Unknown,Maharashtra,Potato,4.72,1411.44
V6546,Krishna Traders,Haryana,Soybean,3.38,924.96
V9521,AgroSupply,Karnataka,Potato,2.69,1097.36
V9857,AgroSupply,Haryana,Maize,3.68,1341.48
V3550,GreenHarvest,Unknown,Soybean,3.85,1129.46
V9851,GreenHarvest,Maharashtra,Wheat,2.56,1466.07
V2932,GreenHarvest,Haryana,Soybean,3.88,1150.01
V9465,FarmDirect,Karnataka,Soybean,3.75,1353.76
V4561,AgroSupply,Maharashtra,Potato,4.26,1168.04
V9880,Krishna Traders,Punjab,Maize,3.86,1036.22
V2142,AgroSupply,UP,Rice,3.96,1467.73
V8654,Unknown,Karnataka,Rice,4.16,1222.21
V3931,FarmDirect,UP,Potato,5.08,1093.72
V1564,AgroSupply,Karnataka,Soybean,2.45,1013.16
V2646,AgroSupplyx,Haryana,Soybean,4.61,1153.26
V2710,FarmDirect,Maharashtra,Soybean,3.45,1105.36
V5444,Krishna Traders,Unknown,Wheat,5.09,1280.47
V7842,Krishna Traders,Karnataka,Wheat,3.94,1111.63
V1684,FarmDirect,Unknown,Maizex,4.66,981.54
V8882,Krishna Traders,Haryana,Wheat,5.1,1274.96
V3318,AgroSupply,Punjab,Soybean,3.94,1123.26
V8353,GreenHarvest,Punjab,Wheat,2.69,1055.65
V1789,AgroSupply,Maharashtra,Potato,2.7,995.16
V8624,FarmDirect,Unknown,Maize,4.02,1268.58
V9534,FarmDirect,Maharashtra,Wheat,4.12,1396.04
V1313,Unknown,Maharashtra,Wheat,3.56,1359.43
V9443,Krishna Traders,Haryana,Rice,3.86,1333.7
V4223,AgroSupply,Haryana,Wheat,4.17,1289.99
V7485,Krishna Traders,Unknown,Rice,3.74,1472.29
V5694,GreenHarvest,Maharashtra,Soybean,2.43,1453.61
V2327,Krishna Traders,Karnataka,Rice,2.41,1307.79
V5652,GreenHarvest,UP,Potato,3.99,1472.18
V5452,Unknown,UP,Potato,4.14,1258.91
V7394,Unknown,Karnataka,Potato,4.17,1017.38
V6575,AgroSupply,Punjab,Soybean,4.03,1281.82
V4828,Unknown,Unknown,Wheat,3.65,1266.61
V2985,Krishna Traders,Punjab,Wheat,4.36,1098.14
V6880,AgroSupply,Haryana,Wheat,3.79,906.64
V4203,FarmDirect,Karnataka,Potato,3.73,1331.14
V4622,GreenHarvest,Unknown,Wheat,4.94,934.51
V8129,FarmDirect,Maharashtra,Potato,3.97,1233.84
V4537,Unknown,UP,Soybean,4.03,1304.34
V1323,Krishna Traders,Maharashtrax,Potato,4.91,1210.3
V6470,GreenHarvest,UP,Rice,5.23,1076.78
V7187,AgroSupply,Maharashtra,Soybean,3.72,1151.31
V5491x,FarmDirect,Punjab,Potato,4.37,1061.62
V7533,Unknown,Haryana,Soybeanx,2.5,1232.13
V2919,Krishna Traders,Punjab,Rice,3.9,1090.18
V4951,Unknown,Unknown,Potato,3.89,1165.69
V5390,GreenHarvest,UP,Potato,4.04,1172.85
V8445x,Unknown,Unknownx,Potato,3.27,1276.94
V9992,FarmDirect,Punjabx,Maize,2.44,1468.53
V4542,Unknown,Karnataka,Potato,4.94,1039.59
V6385,GreenHarvest,Maharashtra,Rice,4.15,1209.96
V4767,Krishna Traders,Haryana,Rice,3.72,1305.18
V4521,Krishna Traders,Punjab,Rice,5.01,970.59
V3782,GreenHarvest,Karnataka,Rice,2.48,1167.4
V9473,Unknown,Unknown,Soybean,4.08,1113.85
V1562x,Krishna Traders,Punjab,Soybean,3.91,1148.42
V9551,GreenHarvest,Unknown,Wheat,3.82,1021.03
V2421,AgroSupply,Maharashtra,Soybean,3.46,1243.01
V7081x,AgroSupply,UP,Wheat,3.77,1297.64
V7192,FarmDirect,Unknown,Soybean,5.04,1093.28
V4871,AgroSupply,Haryana,Soybean,4.93,1156.59
V7544,AgroSupply,Karnataka,Rice,4.59,1266.87
V1415,FarmDirect,UP,Wheat,3.77,1125.48
V2811,GreenHarvest,UP,Soybean,3.81,1256.64
V6766,GreenHarvest,Karnataka,Potato,4.17,1052.98
V2882,FarmDirect,Karnataka,Maize,4.54,1059.92
V9495,GreenHarvest,Haryana,Wheat,2.31,965.29
V6749,Krishna Traders,Unknown,Wheat,5.01,1169.73
V6134,Krishna Traders,Karnataka,Wheat,2.53,1026.66
V1712,Unknown,Punjab,Wheat,4.83,1275.04
V3929,Unknown,Maharashtra,Potato,4.23,1419.24
V8791,Unknown,Unknown,Soybean,2.54,895.99
V7337,GreenHarvest,Haryana,Soybeanx,3.84,1411.36
V4828,Krishna Traders,Maharashtra,Wheat,3.44,996.71
V7357,AgroSupply,Haryana,Potato,4.6,1087.86
V4160,AgroSupply,Karnataka,Soybean,4.66,1242.26
V3219,GreenHarvest,Karnataka,Soybean,3.76,1116.43
V9917,GreenHarvest,Maharashtra,Potato,4.59,905.77
V4796,Krishna Traders,Maharashtra,Wheat,3.96,1196.27
V8554,FarmDirect,Karnataka,Maize,4.08,1210.84
V3880,FarmDirect,Punjab,Soybeanx,3.44,1136.68
V3987,Krishna Traders,Haryana,Maize,4.56,1053.19
V7542,AgroSupply,Unknown,Soybean,3.96,1310.85
V5542,AgroSupply,Karnataka,Potato,3.82,1397.36
V5150,Unknown,Maharashtra,Potato,2.55,1279.63
V6506,Unknown,UP,Wheat,2.4,1047.39
V8714,Unknown,Haryana,Rice,4.08,1214.34
V9907,FarmDirect,Unknown,Wheat,3.69,1197.31
V2235,Unknown,Unknown,Wheat,2.5,1264.52
V6615,FarmDirect,Unknown,Wheat,4.4,1295.39
V5988,Krishna Traders,Unknown,Wheat,2.46,1146.44
V9416,AgroSupply,Haryana,Maize,4.27,1362.1
V5380,AgroSupply,Maharashtra,Maize,5.07,1269.7
V2620,AgroSupply,Unknown,Potatox,3.92,1092.63
V1970,Krishna Traders,Karnataka,Potato,3.49,1440.29
V7611,AgroSupply,Karnataka,Soybean,2.62,1074.84
V1592,Unknown,Unknown,Rice,4.24,1014.9
V9319,FarmDirect,Maharashtra,Potato,4.17,1090.84
V8607,Krishna Traders,Karnataka,Potato,3.77,1286.48
V8213,AgroSupply,Karnataka,Soybean,3.97,1221.22
V7547,GreenHarvest,Maharashtra,Rice,3.9,1176.17
V8755,Unknown,Maharashtra,Potato,5.07,1252.69
V1782,GreenHarvest,Haryana,Rice,3.85,1346.05
V6247,AgroSupply,Karnataka,Maize,2.56,1305.09
V7542,FarmDirect,Punjab,Potato,4.6,1246.8
V7741,FarmDirect,Punjab,Ricex,4.34,1331.74
V3006,Unknown,UPx,Rice,4.21,1173.94
V2056,FarmDirect,UP,Wheat,3.92,1214.62
V7260,Krishna Traders,Karnataka,Maize,4.24,1204.34
V4619,AgroSupply,Karnataka,Potato,3.84,1169.73
V1636,FarmDirect,Karnataka,Potatox,2.67,1469.88
V4619,Krishna Traders,Karnataka,Maize,3.92,1432.5
V1771,FarmDirect,Unknown,Rice,4.09,1185.14
V1176,Unknown,UP,Potato,4.72,1238.08
